locus tag	gene name	start	end	gene length	amino acid length	strand
SL1344_2263	yfaZ	2399492	2400058	567	188	-1
SL1344_2716	SL1344_2716	2894442	2895008	567	188	-1
SL1344_2805	yqaB	2991566	2992132	567	188	-1
SL1344_3076	yggT	3282370	3282936	567	188	1
SL1344_3288	yrbI	3503386	3503952	567	188	1
SL1344_3991	SL1344_3991	4274279	4274845	567	188	1
SL1344_4214	nrfB	4538944	4539510	567	188	1
SL1344_4271	efp	4600191	4600757	567	188	1
SL1344_P1_0030	traE	29946	30512	567	188	-1
SL1344_P2_0100	trcD	83430	83996	567	188	-1
SL1344_0459	ybaY	522843	523412	570	189	1
SL1344_1843	yecM	1959358	1959927	570	189	-1
SL1344_1974	SL1344_1974	2077947	2078516	570	189	1
SL1344_2325	ubiX	2464298	2464867	570	189	-1
SL1344_0616	pagP	691643	692215	573	190	1
SL1344_1095	yceJ	1201573	1202145	573	190	-1
SL1344_2188	yeiP	2308440	2309012	573	190	1
SL1344_2191	spr	2311374	2311946	573	190	1
SL1344_2453	gcvR	2602783	2603355	573	190	1
SL1344_2757	hin	2937418	2937990	573	190	1
SL1344_3369	yrdC	3595571	3596143	573	190	-1
SL1344_3439	ppiA	3642705	3643277	573	190	-1
SL1344_4498	stjA	4846478	4847050	573	190	-1
SL1344_0661	SL1344_0661	736708	737283	576	191	-1
SL1344_1094	yceI	1201001	1201576	576	191	-1
SL1344_1551	SL1344_1551	1665909	1666484	576	191	-1
SL1344_2410	yfeY	2556338	2556913	576	191	-1
SL1344_2440	yffH	2584805	2585380	576	191	-1
SL1344_2604	rpoE	2779841	2780416	576	191	-1
SL1344_2708	cI	2886920	2887495	576	191	1
SL1344_3240	yraP	3457049	3457624	576	191	1
SL1344_3289	yrbK	3503949	3504524	576	191	1
SL1344_3478	yhgI	3690960	3691535	576	191	1
SL1344_4259	yjdC	4587351	4587926	576	191	-1
SL1344_0306	gmhA	354759	355337	579	192	1
SL1344_1025	yccA	1130590	1131168	579	192	-1
SL1344_1390	rnfB	1490622	1491200	579	192	-1
SL1344_1506	SL1344_1506	1615267	1615845	579	192	1
SL1344_1754	yeaB	1880102	1880680	579	192	1
SL1344_1859	flhC	1978703	1979281	579	192	-1
SL1344_2006	cbiT	2106232	2106810	579	192	-1
SL1344_2040	phsB	2135797	2136375	579	192	-1
SL1344_2550	SL1344_2550	2731024	2731602	579	192	-1
SL1344_2564	SL1344_2564	2747164	2747742	579	192	-1
SL1344_2680	SL1344_2680	2867802	2868380	579	192	-1
SL1344_3035	ygfB	3241702	3242280	579	192	-1
SL1344_3048	SL1344_3048	3254468	3255046	579	192	1
SL1344_3548	acpT	3771995	3772573	579	192	1
SL1344_0398	yajB	458371	458952	582	193	-1
SL1344_0568	ramR	637634	638215	582	193	-1
SL1344_0989	SL1344_0989	1095236	1095817	582	193	1
SL1344_1363	sodB	1466265	1466846	582	193	-1
SL1344_1391	rnfA	1491200	1491781	582	193	-1
SL1344_1748	yeaY	1874677	1875258	582	193	-1
SL1344_2098	dcd	2204602	2205183	582	193	-1
SL1344_2696	SL1344_2696	2878212	2878793	582	193	-1
SL1344_3153	mdaB	3363614	3364195	582	193	1
SL1344_3156	yqiA	3366586	3367167	582	193	-1
SL1344_3608	tag	3850667	3851248	582	193	1
SL1344_0686	kdpC	769105	769689	585	194	-1
SL1344_1104	rimJ	1208648	1209232	585	194	1
SL1344_1126	mafa	1230633	1231217	585	194	-1
SL1344_1711	pth	1837970	1838554	585	194	1
SL1344_1776	yebR	1901554	1902138	585	194	-1
SL1344_3817	yieF	4078416	4079000	585	194	1
SL1344_3942	mobA	4223634	4224218	585	194	-1
SL1344_P2_0057	traX	46892	47476	585	194	-1
SL1344_P2_0077	traG	66007	66591	585	194	-1
SL1344_1335	sseD	1443319	1443906	588	195	1
SL1344_1483	SL1344_1483	1585908	1586495	588	195	-1
SL1344_1931	SL1344_1931	2043913	2044500	588	195	-1
SL1344_2147	yohC	2264354	2264941	588	195	-1
SL1344_2609	yfiK	2785670	2786257	588	195	1
SL1344_4274	ecnR	4601237	4601824	588	195	-1
SL1344_2747A	SL1344_2747A	2928907	2929495	589	195,3333333	-1
SL1344_0008	mog	8729	9319	591	196	1
SL1344_0427	thiJ	485713	486303	591	196	-1
SL1344_0635	rlpB	707930	708520	591	196	-1
SL1344_1195	SL1344_1195	1300171	1300761	591	196	1
SL1344_1332	sseBa	1440786	1441376	591	196	1
SL1344_1604	SL1344_1604	1724186	1724776	591	196	-1
SL1344_1643	ribA	1760962	1761552	591	196	1
SL1344_1650	btuR	1771980	1772570	591	196	1
SL1344_1968	SL1344_1968	2073535	2074125	591	196	1
SL1344_2654	grpE	2832775	2833365	591	196	-1
SL1344_3239	yraO	3456449	3457039	591	196	1
SL1344_3422	slyD	3627797	3628387	591	196	-1
SL1344_3652	mtlR	3899864	3900454	591	196	1
SL1344_3756	uhpA	4011866	4012456	591	196	-1
SL1344_4108	yjaG	4407263	4407853	591	196	1
SL1344_P2_0096	pilK	81773	82363	591	196	-1
SL1344_1200	SL1344_1200	1304382	1304975	594	197	1
SL1344_2052	hisH	2151773	2152366	594	197	1
SL1344_2900	SL1344_2900	3085743	3086336	594	197	1
SL1344_3078	yggV	3283231	3283824	594	197	1
SL1344_3343	mafb	3562726	3563319	594	197	-1
SL1344_P2_0039	SL1344_P2_0039	27290	27883	594	197	1
SL1344_0070	caiE	81023	81619	597	198	-1
SL1344_0231	rnhB	268924	269520	597	198	1
SL1344_0545	fimW	612194	612790	597	198	-1
SL1344_1058	wrbA	1161545	1162141	597	198	-1
SL1344_1538	tehB	1655215	1655811	597	198	-1
SL1344_1717	hyaD	1845336	1845932	597	198	1
SL1344_2148	yohD	2265073	2265669	597	198	1
SL1344_3537	rsmD	3761669	3762265	597	198	1
SL1344_3698	slmA	3946599	3947195	597	198	1
SL1344_4031	yiiQ	4312583	4313179	597	198	-1
SL1344_P1_0027	traP	27212	27808	597	198	-1
SL1344_1256	ydjM	1358456	1359055	600	199	-1
SL1344_1369	ydhM	1470934	1471533	600	199	-1
SL1344_1832	yebB	1950194	1950793	600	199	1
SL1344_1929	SL1344_1929	2041795	2042394	600	199	-1
SL1344_2301	SL1344_2301	2441019	2441618	600	199	1
SL1344_2850	orgA	3037001	3037600	600	199	-1
SL1344_3351	SL1344_3351	3570523	3571122	600	199	1
SL1344_3948	engB	4230690	4231289	600	199	-1
SL1344_3972	yihX	4258187	4258786	600	199	1
SL1344_0397	tsaA	457559	458161	603	200	-1
SL1344_0958	SL1344_0958	1066521	1067123	603	200	1
SL1344_1595	SL1344_1595	1714742	1715344	603	200	-1
SL1344_2225	napC	2351399	2352001	603	200	-1
SL1344_2543	rnc	2722544	2723146	603	200	-1
SL1344_2582	SL1344_2582	2762220	2762822	603	200	-1
SL1344_3437	fic	3641837	3642439	603	200	-1
SL1344_3571	yhjB	3800793	3801395	603	200	-1
SL1344_4426	SL1344_4426	4771221	4771823	603	200	-1
SL1344_4427	SL1344_4427	4771820	4772422	603	200	-1
SL1344_P2_0010	yafB	5713	6315	603	200	-1
SL1344_0110	leuD	129060	129665	606	201	-1
SL1344_0479	recR	542698	543303	606	201	1
SL1344_1012	sxy	1119422	1120027	606	201	1
SL1344_1383	gst	1482592	1483197	606	201	-1
SL1344_1572	acpD	1692290	1692895	606	201	1
SL1344_2007	cbiE	2106800	2107405	606	201	-1
SL1344_2265	ais	2400783	2401388	606	201	-1
SL1344_2653	SL1344_2653	2832135	2832740	606	201	1
SL1344_2677	gpI	2865953	2866558	606	201	-1
SL1344_2912	cysC	3094911	3095516	606	201	-1
SL1344_3406	rplD	3616423	3617028	606	201	-1
SL1344_3925	yigP	4199601	4200206	606	201	1
SL1344_4134	SL1344_4134	4441123	4441728	606	201	-1
SL1344_4153	SL1344_4153	4457808	4458413	606	201	-1
SL1344_0631	cobC	704482	705090	609	202	-1
SL1344_0785	SL1344_0785	874226	874834	609	202	1
SL1344_0841	ybjG	936835	937443	609	202	-1
SL1344_1465	hyaD2	1567541	1568149	609	202	-1
SL1344_2832	hycB	3020949	3021557	609	202	-1
SL1344_3649	yibF	3895498	3896106	609	202	-1
SL1344_4174	lexA	4480540	4481148	609	202	1
SL1344_4432	SL1344_4432	4776906	4777514	609	202	1
SL1344_P1_0069	spvC	66047	66655	609	202	1
SL1344_0959	ninG	1067332	1067943	612	203	1
SL1344_1727	emtA	1854869	1855480	612	203	-1
SL1344_1829	ruvA	1947641	1948252	612	203	-1
SL1344_2055	hisI	2153855	2154466	612	203	1
SL1344_2581	SL1344_2581	2761400	2762011	612	203	-1
SL1344_3180	ygiH	3392657	3393268	612	203	1
SL1344_4220	yjcO	4545776	4546387	612	203	-1
SL1344_0311	prfH	359681	360295	615	204	1
SL1344_0499	tesA	565342	565956	615	204	-1
SL1344_0899	lolA	998133	998747	615	204	1
SL1344_1425	ynfI	1529128	1529742	615	204	-1
SL1344_1795	SL1344_1795	1918290	1918904	615	204	1
SL1344_1956	SL1344_1956	2063001	2063615	615	204	-1
SL1344_3176	ygiM	3389249	3389863	615	204	1
SL1344_3938	yigZ	4214565	4215179	615	204	1
SL1344_P2_0059	traV	48674	49288	615	204	-1
SL1344_P2_0088	pilS	73506	74120	615	204	-1
SL1344_0592	ybdM	665540	666157	618	205	-1
SL1344_0903	dmsB	1004343	1004960	618	205	1
SL1344_1427	SL1344_1427	1530644	1531261	618	205	-1
SL1344_1681	tdk	1802856	1803473	618	205	-1
SL1344_1963	SL1344_1963	2068665	2069282	618	205	-1
SL1344_1972	SL1344_1972	2076496	2077113	618	205	1
SL1344_2224	ccmA2	2350761	2351378	618	205	-1
SL1344_3326	ttdB	3543667	3544284	618	205	-1
SL1344_3704	SL1344_3704	3951856	3952473	618	205	1
SL1344_3722	rmbA	3975383	3976000	618	205	1
SL1344_3795	dgoA	4053093	4053710	618	205	-1
SL1344_4489	osmY	4836462	4837079	618	205	1
SL1344_0099	SL1344_0099	115480	116100	621	206	-1
SL1344_0140	coaE	163211	163831	621	206	-1
SL1344_0845	SL1344_0845	941233	941853	621	206	1
SL1344_1387	rnfG	1486739	1487359	621	206	-1
SL1344_1652	yciO	1773633	1774253	621	206	-1
SL1344_2202	SL1344_2202	2324542	2325162	621	206	-1
SL1344_2483	yfgM	2651953	2652573	621	206	-1
SL1344_3171	SL1344_3171	3380486	3381106	621	206	1
SL1344_3383	rpsD	3605798	3606418	621	206	-1
SL1344_3913	rhtC	4186014	4186634	621	206	1
SL1344_3914	rhtB	4186674	4187294	621	206	-1
SL1344_4004	sodA	4287977	4288597	621	206	1
SL1344_4218	nrfG	4543343	4543963	621	206	1
SL1344_4500	stjC	4849469	4850089	621	206	-1
SL1344_0206	yadS	240605	241228	624	207	-1
SL1344_0369	yaiV	427673	428296	624	207	1
SL1344_0442	clpP	502696	503319	624	207	1
SL1344_1054	scsC	1158770	1159393	624	207	1
SL1344_1706	hemM	1832877	1833500	624	207	1
SL1344_1911	rcsA	2024995	2025618	624	207	1
SL1344_1959	SL1344_1959	2064878	2065501	624	207	-1
SL1344_3706	gmk	3954412	3955035	624	207	1
SL1344_3945	dsbA	4225637	4226260	624	207	1
SL1344_4057	yijF	4343259	4343882	624	207	-1
SL1344_0325	leuD2	373674	374300	627	208	1
SL1344_0838	yliJ	933888	934514	627	208	-1
SL1344_0993	SL1344_0993	1097909	1098535	627	208	-1
SL1344_2461	upp	2609749	2610375	627	208	-1
SL1344_2905	pcm	3090419	3091045	627	208	-1
SL1344_3269	ftsJ	3488144	3488770	627	208	-1
SL1344_3540	yhhN	3763059	3763685	627	208	1
SL1344_3785	ccmA1	4039286	4039912	627	208	-1
SL1344_4243	SL1344_4243	4575615	4576241	627	208	1
SL1344_2491	SL1344_2491	2660003	2660632	630	209	-1
SL1344_3330	SL1344_3330	3547347	3547976	630	209	-1
SL1344_3407	rplC	3617039	3617668	630	209	-1
SL1344_3611	yiaD	3854154	3854783	630	209	1
SL1344_3840	gidB	4102483	4103112	630	209	-1
SL1344_0360	yahN	414298	414930	633	210	-1
SL1344_0439	yajG	499605	500237	633	210	-1
SL1344_0542	fimZ	609744	610376	633	210	-1
SL1344_1514	steA	1626357	1626989	633	210	-1
SL1344_1547	SL1344_1547	1662772	1663404	633	210	1
SL1344_2009	cbiC	2108538	2109170	633	210	-1
SL1344_2023	pduL	2121520	2122152	633	210	1
SL1344_3009	SL1344_3009	3213855	3214487	633	210	-1
SL1344_3159	nudF	3368438	3369070	633	210	-1
SL1344_3297	yrbL	3509597	3510229	633	210	1
SL1344_3433	crp	3637128	3637760	633	210	1
SL1344_3787	torD	4041499	4042131	633	210	-1
SL1344_4136	SL1344_4136	4443481	4444113	633	210	-1
SL1344_4193	siiA	4499149	4499781	633	210	1
SL1344_P1_0020	traW	21627	22259	633	210	-1
SL1344_P1_0062	rlgA	56447	57079	633	210	1
SL1344_P2_0019	parA	14223	14855	633	210	1
SL1344_1150	ycfQ	1252693	1253328	636	211	-1
SL1344_1385	nth	1485409	1486044	636	211	-1
SL1344_2531	yfhB	2712285	2712920	636	211	-1
SL1344_2739	hxlA	2916251	2916886	636	211	-1
SL1344_3042	yggA	3248309	3248944	636	211	-1
SL1344_3282	yrbC	3498363	3498998	636	211	-1
SL1344_3982	fdoI	4264649	4265284	636	211	-1
SL1344_4076	yijC	4367017	4367652	636	211	1
SL1344_4102	thiE	4401187	4401822	636	211	-1
SL1344_4329	ytfB	4653657	4654292	636	211	-1
SL1344_1060	ycdC	1162830	1163468	639	212	1
SL1344_1144	ycfM	1247295	1247933	639	212	1
SL1344_1205	yeaS	1307448	1308086	639	212	1
SL1344_1321	ttrR	1429936	1430574	639	212	1
SL1344_1325	ssrB	1433019	1433657	639	212	-1
SL1344_1663	ompW	1784746	1785384	639	212	-1
SL1344_1866	SL1344_1866	1985490	1986128	639	212	-1
SL1344_2463	purN	2611826	2612464	639	212	1
SL1344_2514	SL1344_2514	2688027	2688665	639	212	-1
SL1344_2725	SL1344_2725	2901981	2902619	639	212	1
SL1344_2751	SL1344_2751	2930361	2930999	639	212	-1
SL1344_2895	ygbL	3081374	3082012	639	212	-1
SL1344_3314	sspA	3531970	3532608	639	212	-1
SL1344_4308	yjfM	4638305	4638943	639	212	1
SL1344_4341	msrA	4665782	4666420	639	212	-1
SL1344_P1_0017	trbC	19688	20326	639	212	-1
SL1344_0342	SL1344_0342	390542	391183	642	213	1
SL1344_0623	lipB	696776	697417	642	213	-1
SL1344_0633	nadD	706256	706897	642	213	-1
SL1344_1137	tmk	1239766	1240407	642	213	1
SL1344_1208	SL1344_1208	1309035	1309676	642	213	1
SL1344_1358	ribE	1460404	1461045	642	213	1
SL1344_1498	fdnI	1605748	1606389	642	213	-1
SL1344_1818	eda	1934510	1935151	642	213	-1
SL1344_2099	udk	2205274	2205915	642	213	-1
SL1344_3699	pyrE	3947273	3947914	642	213	-1
SL1344_0481	adk	545529	546173	645	214	1
SL1344_1850	cheZ	1969195	1969839	645	214	-1
SL1344_2153	SL1344_2153	2270695	2271339	645	214	-1
SL1344_2317	yfcF	2457342	2457986	645	214	-1
SL1344_4374	SL1344_4374	4706348	4706992	645	214	1
SL1344_4504	smp	4853043	4853687	645	214	-1
SL1344_0934	ycbL	1044264	1044911	648	215	1
SL1344_1102	grxB	1206492	1207139	648	215	-1
SL1344_1105	yceH	1209268	1209915	648	215	1
SL1344_1171	ycfC	1277714	1278361	648	215	-1
SL1344_1198	SL1344_1198	1302693	1303340	648	215	1
SL1344_1353	ssaR	1455596	1456243	648	215	1
SL1344_1366	rnt	1468554	1469201	648	215	-1
SL1344_1422	SL1344_1422	1526525	1527172	648	215	-1
SL1344_1564	SL1344_1564	1681512	1682159	648	215	1
SL1344_1679	ychE	1798857	1799504	648	215	-1
SL1344_2222	narP	2344418	2345065	648	215	1
SL1344_2318	yfcG	2458129	2458776	648	215	1
SL1344_2554	SL1344_2554	2738544	2739191	648	215	-1
SL1344_2954	fucA	3147132	3147779	648	215	-1
SL1344_3188	yqjI	3400863	3401510	648	215	1
SL1344_4512	gpmB	4862602	4863249	648	215	1
SL1344_1079	csgD	1185868	1186518	651	216	-1
SL1344_1695	narL	1822924	1823574	651	216	1
SL1344_1782	pphA	1908257	1908907	651	216	-1
SL1344_2234	alkB	2360197	2360847	651	216	-1
SL1344_2239	rcsB	2367710	2368360	651	216	1
SL1344_2603	rseA	2779159	2779809	651	216	-1
SL1344_2878	invF	3065858	3066508	651	216	-1
SL1344_2918	ygcH	3101466	3102116	651	216	-1
SL1344_4319	sgaH	4648019	4648669	651	216	1
SL1344_P1_0070	spvD	66916	67566	651	216	1
SL1344_0247	yaeE	286368	287021	654	217	-1
SL1344_0470	acrR	533242	533895	654	217	1
SL1344_0566	nfnB	636516	637169	654	217	-1
SL1344_1805	SL1344_1805	1923923	1924576	654	217	1
SL1344_2587	SL1344_2587	2764291	2764944	654	217	-1
SL1344_2690	SL1344_2690	2871689	2872342	654	217	-1
SL1344_3168	ribB	3378556	3379209	654	217	-1
SL1344_3299	yhbL	3511029	3511682	654	217	-1
SL1344_4245	SL1344_4245	4577023	4577676	654	217	1
SL1344_P1_0094	srgA	86518	87171	654	217	1
SL1344_0693	ybgJ	778218	778874	657	218	1
SL1344_1228	nam	1327968	1328624	657	218	-1
SL1344_1380	pdxH	1479556	1480212	657	218	1
SL1344_1811	SL1344_1811	1927960	1928616	657	218	1
SL1344_1877	sirA	1995815	1996471	657	218	-1
SL1344_2223F	ccmB2	2350105	2350761	657	218	-1
SL1344_2346	SL1344_2346	2485584	2486240	657	218	-1
SL1344_2886	pphB	3071347	3072003	657	218	1
SL1344_3051	SL1344_3051	3256413	3257069	657	218	1
SL1344_3784	ccmB1	4038630	4039286	657	218	-1
SL1344_P1_0073A	SL1344_P1_0073A	69031	69687	657	218	-1
SL1344_P2_0086	pilU	72295	72951	657	218	-1
SL1344_0850	mdaA	945105	945763	659	218,6666667	1
SL1344_0096	rluA	109334	109993	660	219	-1
SL1344_0505	sfbC	572476	573135	660	219	1
SL1344_0804	glnP	894722	895381	660	219	-1
SL1344_1110	flgA	1213573	1214232	660	219	-1
SL1344_1740	ycgM	1867812	1868471	660	219	-1
SL1344_1814	yebE	1931637	1932296	660	219	-1
SL1344_2336	dedA	2477470	2478129	660	219	-1
SL1344_2419	eutL	2563383	2564042	660	219	-1
SL1344_3025	yqfA	3228734	3229393	660	219	-1
SL1344_3039	rpiA	3245497	3246156	660	219	-1
SL1344_3136	yghB	3343025	3343684	660	219	1
SL1344_3151	ygiX	3361502	3362161	660	219	1
SL1344_3990	SL1344_3990	4273537	4274196	660	219	-1
SL1344_0172	yadF	201406	202068	663	220	-1
SL1344_1017	yccT	1125399	1126061	663	220	-1
SL1344_1568	SL1344_1568	1685743	1686405	663	220	1
SL1344_2296	nuoB	2436093	2436755	663	220	-1
SL1344_3199	yqjA	3415899	3416561	663	220	1
SL1344_3362	envR	3581448	3582110	663	220	-1
SL1344_3640	sgbH	3883771	3884433	663	220	1
SL1344_4046	SL1344_4046	4327459	4328121	663	220	-1
SL1344_4059	talC	4345256	4345918	663	220	-1
SL1344_4330	fklB	4654470	4655132	663	220	1
SL1344_4332	ytfE	4656949	4657611	663	220	-1
SL1344_P2_0055	exc	43906	44568	663	220	-1
SL1344_1175	rluB	1280401	1281066	666	221	-1
SL1344_1451	marC	1555043	1555708	666	221	1
SL1344_1519	yncC	1632950	1633615	666	221	-1
SL1344_1871	yecA	1989254	1989919	666	221	-1
SL1344_2185	STM2208	2306685	2307350	666	221	-1
SL1344_2589	SL1344_2589	2765419	2766084	666	221	-1
SL1344_3329	SL1344_3329	3546695	3547360	666	221	-1
SL1344_3544	yhhQ	3768246	3768911	666	221	1
SL1344_3695	radC	3943994	3944659	666	221	-1
SL1344_3819	yieH	4080551	4081216	666	221	1
SL1344_P2_0038	psiA	26625	27290	666	221	1
SL1344_0864	artM	958163	958831	669	222	-1
SL1344_1257	yniC	1359193	1359861	669	222	-1
SL1344_1537	SL1344_1537	1654391	1655059	669	222	-1
SL1344_1620	pspA	1738601	1739269	669	222	-1
SL1344_1881	yecS	1998929	1999597	669	222	-1
SL1344_2170	folE	2288160	2288828	669	222	-1
SL1344_2496	SL1344_2496	2671711	2672379	669	222	1
SL1344_3241	yraR	3457691	3458359	669	222	-1
SL1344_3463	yrfG	3673903	3674571	669	222	1
SL1344_3535	ftsE	3759397	3760065	669	222	-1
SL1344_4159	yjbF	4463822	4464490	669	222	1
SL1344_4203	SL1344_4203	4526423	4527091	669	222	1
SL1344_4229	basR	4555011	4555679	669	222	-1
SL1344_1470	SL1344_1470	1573443	1574114	672	223	1
SL1344_2930	ygcF	3118020	3118691	672	223	-1
SL1344_3161	ygiB	3370959	3371630	672	223	1
SL1344_3166	SL1344_3166	3377022	3377693	672	223	1
SL1344_3642	sgbE	3885304	3885975	672	223	1
SL1344_4107	nfi	4406550	4407221	672	223	1
SL1344_4215	nrfC	4539507	4540178	672	223	1
SL1344_4445	yjiH	4788319	4788990	672	223	-1
SL1344_4523	SL1344_4523	4874313	4874984	672	223	-1
SL1344_0563	manY	634661	635335	675	224	-1
SL1344_0652	gltK	726746	727420	675	224	-1
SL1344_0795	ybiH	883937	884611	675	224	-1
SL1344_1169	phoP	1275542	1276216	675	224	-1
SL1344_1345	ssaK	1448441	1449115	675	224	1
SL1344_2017	pduD	2117348	2118022	675	224	1
SL1344_2333	dedD	2474406	2475080	675	224	-1
SL1344_2769	tctD	2956337	2957011	675	224	-1
SL1344_2869	spaP	3056247	3056921	675	224	-1
SL1344_3019	dsbC	3224408	3225082	675	224	-1
SL1344_4436	SL1344_4436	4780611	4781285	675	224	-1
SL1344_4479	bglJ	4827386	4828060	675	224	1
SL1344_0385	aroM	441345	442022	678	225	1
SL1344_0495	ybbL	561974	562651	678	225	1
SL1344_0684	kdpE	765750	766427	678	225	-1
SL1344_0766	hutC	853349	854026	678	225	1
SL1344_0888	SL1344_0888	984216	984893	678	225	-1
SL1344_1689	narI	1812350	1813027	678	225	-1
SL1344_1997	cbiQ	2099738	2100415	678	225	-1
SL1344_2303	yfbT	2443613	2444290	678	225	-1
SL1344_2579	SL1344_2579	2760589	2761266	678	225	-1
SL1344_2778	ygaE	2967028	2967705	678	225	1
SL1344_3050	SL1344_3050	3255742	3256419	678	225	1
SL1344_3167	SL1344_3167	3377708	3378385	678	225	1
SL1344_3450	rpe	3659514	3660191	678	225	-1
SL1344_4487	yjjG	4833702	4834379	678	225	1
SL1344_0614	citB	689145	689825	681	226	1
SL1344_0837	yliI	933211	933891	681	226	1
SL1344_1026	pipA	1131870	1132550	681	226	-1
SL1344_1067	SL1344_1067	1174597	1175277	681	226	-1
SL1344_1511	narV	1623513	1624193	681	226	1
SL1344_1566	SL1344_1566	1682912	1683592	681	226	1
SL1344_2614	yfiP	2789559	2790239	681	226	1
SL1344_2849	orgB	3036364	3037044	681	226	-1
SL1344_3726	slsA	3981153	3981833	681	226	1
SL1344_P1_0049	SL1344_P1_0049	43674	44354	681	226	-1
SL1344_0177	stiB	207648	208331	684	227	-1
SL1344_0886	SL1344_0886	982624	983307	684	227	-1
SL1344_0917	cmk	1021561	1022244	684	227	1
SL1344_2128	stcB	2244074	2244757	684	227	-1
SL1344_3098	SL1344_3098	3304793	3305476	684	227	1
SL1344_3477	comF	3690218	3690901	684	227	1
SL1344_3655	SL1344_3655	3901816	3902499	684	227	1
SL1344_4000	SL1344_4000	4283990	4284673	684	227	1
SL1344_4306	yjfK	4637196	4637879	684	227	1
SL1344_4521	sthA	4872675	4873358	684	227	-1
SL1344_P2_0015	ybbA	11076	11759	684	227	1
SL1344_P2_0027	ycdB	18806	19489	684	227	1
SL1344_P2_0101	traC	84010	84693	684	227	-1
SL1344_0022	bcfB	25112	25798	687	228	1
SL1344_0053	citB2	61106	61792	687	228	-1
SL1344_0500	ybbA	565927	566613	687	228	1
SL1344_0774	bioDa	862351	863037	687	228	1
SL1344_0965	gtgA	1070502	1071188	687	228	-1
SL1344_0977	SL1344_0977	1081040	1081726	687	228	1
SL1344_0995	gtgE	1098888	1099574	687	228	-1
SL1344_1440	ydfH	1544840	1545526	687	228	-1
SL1344_1596	SL1344_1596	1715388	1716074	687	228	1
SL1344_1775	proQ	1900770	1901456	687	228	-1
SL1344_1948	SL1344_1948	2056541	2057227	687	228	-1
SL1344_2322	hisQ	2461338	2462024	687	228	-1
SL1344_2577	SL1344_2577	2758157	2758843	687	228	1
SL1344_3073	SL1344_3073	3279831	3280517	687	228	-1
SL1344_4321	sgaE	4649533	4650219	687	228	1
SL1344_4527	lasT	4877302	4877988	687	228	1
SL1344_P1_0034	traJ	31585	32271	687	228	-1
SL1344_0392	phoB	450281	450970	690	229	1
SL1344_0759	modB	845702	846391	690	229	1
SL1344_1339	sseG	1445606	1446295	690	229	1
SL1344_2431	eutQ	2575072	2575761	690	229	-1
SL1344_2611	ung	2787021	2787710	690	229	1
SL1344_2644	SL1344_2644	2824931	2825620	690	229	1
SL1344_3309	nanE	3527194	3527883	690	229	-1
SL1344_3709	spoU	3957500	3958189	690	229	1
SL1344_3797	dgoR	4054569	4055258	690	229	-1
SL1344_4005	yiiM	4288667	4289356	690	229	1
SL1344_4125	pepE	4435285	4435974	690	229	-1
SL1344_4208	SL1344_4208	4532072	4532761	690	229	1
SL1344_4501	SL1344_4501	4850254	4850943	690	229	-1
SL1344_4502	SL1344_4502	4850991	4851680	690	229	-1
SL1344_4515	creB	4864813	4865502	690	229	1
SL1344_0405	SL1344_0405	465185	465877	693	230	1
SL1344_0538	fimC	604813	605505	693	230	1
SL1344_0727	tolQ	812839	813531	693	230	1
SL1344_0913	ycaP	1017164	1017856	693	230	1
SL1344_1069	SL1344_1069	1176989	1177681	693	230	1
SL1344_1386	rnfE	1486044	1486736	693	230	-1
SL1344_2590	gpP	2766099	2766791	693	230	-1
SL1344_3195	ygjQ	3410930	3411622	693	230	1
SL1344_3790	torR	4045980	4046672	693	230	1
SL1344_3962	ompL	4246448	4247140	693	230	-1
SL1344_4110	yjaH	4408324	4409016	693	230	1
