locus tag	gene name	function	log2FC	logCPM	PValue	q.value
SL1344_1162	potB	spermidine/putrescine transport system permease protein PotB	-0.322	6.853	0.035	0.266
SL1344_1163	potA	spermidine/putrescine transport ATP-binding protein PotA (ABC superfamily)	-0.205	5.768	0.302	0.755
SL1344_1164	pepT	Peptidase T	0.306	5.885	0.101	0.487
SL1344_1165	SL1344_1165	pseudogene	-0.135	8.329	0.264	0.708
SL1344_1167	ycfD	conserved hypothetical protein	-0.107	6.744	0.473	0.867
SL1344_1168	phoQ	sensor protein PhoQ, regulator of virulence determinants	-0.784	5.546	0.000	0.005
SL1344_1169	phoP	transcriptional regulatory protein PhoP, regulator of virulence determinants	-0.545	3.657	0.238	0.689
SL1344_1171	ycfC	conserved hypothetical protein	-0.613	3.181	0.232	0.682
SL1344_1173	ymfB	hypothetical mutT family protein	-0.373	5.305	0.114	0.521
SL1344_1174	SL1344_1174	hypothetical secreted protein	0.002	4.364	1.000	1.000
SL1344_1175	rluB	hypothetical ribosomal large subunit pseudouridine synthase B	0.418	5.529	0.054	0.342
SL1344_1177	SL1344_1177	predicted bacteriophage protein	-0.043	8.317	0.723	0.975
SL1344_1179	envF	lipoprotein	0.049	6.596	0.754	0.983
SL1344_1180	msgA	hypothetical virulence protein (MsgA)	-0.010	4.281	1.000	1.000
SL1344_1181	envE	hypothetical lipoprotein	0.062	8.055	0.655	0.960
SL1344_1182	cspH	cold shock protein (CspH)	0.072	6.627	0.646	0.957
SL1344_1183	pagD	hypothetical outer membrane virulence protein (PagD)	-0.296	5.300	0.232	0.682
SL1344_1184	pagC	outer membrane invasion protein (PagC)	0.380	7.265	0.006	0.064
SL1344_1185	pliC	hypothetical secreted protein	-0.026	7.532	0.836	1.000
SL1344_1186	SL1344_1186	hypothetical protein	-0.457	2.915	0.449	0.855
SL1344_1187	SL1344_1187	hypothetical heat shock protein	-0.005	5.339	1.000	1.000
SL1344_1188	SL1344_1188	hypothetical protein	0.195	7.420	0.203	0.656
SL1344_1189	SL1344_1189	hypothetical cytochrome	-0.008	6.555	0.959	1.000
SL1344_1190	SL1344_1190	hypothetical lipoprotein	0.000	6.656	1.000	1.000
SL1344_1191	SL1344_1191	hypothetical substrate-binding transport protein	0.160	4.367	0.709	0.972
SL1344_1192	SL1344_1192	hypothetical inner membrane transport protein	0.913	3.726	0.041	0.289
SL1344_1193	SL1344_1193	hypothetical inner membrane transport protein	-0.141	4.055	0.726	0.975
SL1344_1194	SL1344_1194	hypothetical ABC transport ATP-binding protein	0.060	5.465	0.829	1.000
SL1344_1195	SL1344_1195	hypothetical ABC transport ATP-binding subunit	-0.237	5.492	0.347	0.796
SL1344_1196	SL1344_1196	hypothetical membrane protein	0.079	6.252	0.676	0.963
SL1344_1197	SL1344_1197	conserved hypothetical protein	-0.006	5.847	1.000	1.000
SL1344_1198	SL1344_1198	conserved hypothetical protein	0.236	7.034	0.092	0.460
SL1344_1199	aadA	aminoglycoside-resistance protein	0.029	6.651	0.906	1.000
SL1344_1200	SL1344_1200	hypothetical regulatory protein	0.138	5.852	0.620	0.950
SL1344_1201	SL1344_1201	hypothetical transcriptional regulator	-0.113	8.010	0.367	0.803
SL1344_1202	SL1344_1202	hypothetical protein	0.027	5.429	0.958	1.000
SL1344_1203	SL1344_1203	hypothetical protein	-0.687	3.596	0.091	0.453
SL1344_1204	aroQ	chorismate mutase	-0.192	7.132	0.197	0.648
SL1344_1205	yeaS	hypothetical membrane transport protein	-0.008	5.593	1.000	1.000
SL1344_1206	yeaR	pseudogene	1.292	1.743	0.269	0.713
SL1344_1207	yoaG	conserved hypothetical protein	0.038	1.671	1.000	1.000
SL1344_1208	SL1344_1208	hypothetical membrane protein	-0.168	6.717	0.236	0.686
SL1344_1209	SL1344_1209	conserved hypothetical protein	-0.014	3.784	1.000	1.000
SL1344_1211	yaoF	conserved hypothetical protein	0.264	3.038	0.671	0.963
SL1344_1212	SL1344_1212	hypothetical protein	-0.824	2.853	0.182	0.631
SL1344_1213	yeaO	predicted bacteriophage protein	-0.168	5.661	0.393	0.823
SL1344_1214	yeaN	hypothetical membrane protein	0.112	5.865	0.557	0.919
SL1344_1215	yeaM	hypothetical transcriptional regulator	0.075	5.500	0.731	0.975
SL1344_1217	yeaK	conserved hypothetical protein	0.323	5.276	0.183	0.633
SL1344_1218	yeaJ	conserved hypothetical membrane protein	0.001	10.171	1.000	1.000
SL1344_1219	yeaH	conserved hypothetical protein	0.045	6.710	0.781	0.990
SL1344_1220	yeaG	conserved hypothetical protein	0.001	6.739	1.000	1.000
SL1344_1221	mipA	hypothetical outer membrane protein	-0.539	4.632	0.233	0.684
SL1344_1222	SL1344_1222	hypothetical regulatory protein	-0.065	5.446	0.838	1.000
SL1344_1223	SL1344_1223	hypothetical oxidoreductase	0.258	4.727	0.420	0.839
SL1344_1224	yeaD	conserved hypothetical protein	-0.207	5.231	0.423	0.840
SL1344_1224A	SL1344_1224A	conserved hypothetical protein	0.041	5.402	0.917	1.000
SL1344_1226	yeaA	conserved hypothetical protein	0.710	3.204	0.199	0.650
SL1344_1228	nam	pyrazinamidase/nicotinamidase	0.157	4.563	0.670	0.963
SL1344_1229	ansA	L-Asparaginase I	-0.166	5.622	0.488	0.879
SL1344_1230	sppA	protease IV	-1.425	6.318	0.000	0.000
SL1344_1231	ydjA	hypothetical nitroreductase	-0.099	5.316	0.707	0.972
SL1344_1232	selD	Selenide,water dikinase	-0.101	5.186	0.742	0.976
SL1344_1233	topB	DNA topoisomerase III	-0.090	5.192	0.773	0.988
SL1344_1234	gdhA	NADP-specific glutamate dehydrogenase	-0.118	5.821	0.558	0.920
SL1344_1235	SL1344_1235	hypothetical exported protein	0.301	2.976	0.668	0.963
SL1344_1236	SL1344_1236	hypothetical MutT-family protein	-0.312	4.279	0.504	0.889
SL1344_1237	xthA	exodeoxyribonuclease III	-1.555	1.671	0.250	0.699
SL1344_1238	argDa	Acetylornithine/succinyldiaminopimelate aminotransferase	-0.309	5.785	0.106	0.499
SL1344_1239	astA	arginine N-succinyltransferase	-0.415	6.652	0.018	0.161
SL1344_1240	astD	succinylglutamic semialdehyde dehydrogenase	-0.413	5.269	0.083	0.436
SL1344_1241	astB	succinylarginine dihydrolase	-0.037	3.764	1.000	1.000
SL1344_1242	astE	Succinylglutamate desuccinylase	2.343	1.423	0.086	0.440
SL1344_1243	SL1344_1243	exported protein	-0.069	7.350	0.643	0.957
SL1344_1244	SL1344_1244	conserved hypothetical protein	-0.226	6.798	0.150	0.574
SL1344_1246	osmE	osmotically inducible lipoprotein E precursor	-0.168	6.330	0.288	0.739
SL1344_1247	celA	PTS system, cellobiose-specific IIB component	0.052	6.180	0.811	1.000
SL1344_1248	celB	PTS system, cellobiose-specific IIC component	0.130	8.107	0.300	0.753
SL1344_1249	celC	phosphoenolpyruvate dependent phosphotransferase enzyme III-cellobiose	-0.028	5.338	0.909	1.000
SL1344_1250	celD	hypothetical cel operon repressor	0.071	8.388	0.605	0.944
SL1344_1251	celF	phospho-beta-glucosidase B	0.045	8.096	0.720	0.975
SL1344_1252	celG	conserved hypothetical protein	-0.608	4.698	0.042	0.292
SL1344_1253	katE	catalase HPII	-0.098	7.205	0.461	0.861
SL1344_1254	cedA	cell division activator CedA	-0.645	5.430	0.010	0.103
SL1344_1255	ydjN	hypothetical sodium:dicarboxylate symporter	0.039	6.207	0.837	1.000
SL1344_1256	ydjM	conserved hypothetical protein	0.106	4.502	0.827	1.000
SL1344_1257	yniC	hypothetical hydrolase	0.114	6.485	0.495	0.883
SL1344_1258	yniB	hypothetical membrane protein	1.549	3.567	0.002	0.033
SL1344_1259	SL1344_1259	conserved hypothetical protein	0.344	6.119	0.061	0.363
SL1344_1260	ydiZ	conserved hypothetical protein	-1.066	2.067	0.243	0.694
SL1344_1261	pfkB	6-phosphofructokinase isozyme	-0.171	5.691	0.403	0.830
SL1344_1262	ydiY	hypothetical outer membrane protein	-0.122	6.586	0.414	0.835
SL1344_1263	SL1344_1263	hypothetical outer membrane protein	0.061	8.414	0.631	0.954
SL1344_1264	SL1344_1264	hypothetical membrane protein	-0.571	2.817	0.353	0.799
SL1344_1265	SL1344_1265	Putative DNA/RNA non-specific endonuclease	-0.004	8.130	0.989	1.000
SL1344_1330A	SL1344_1330A	conserved hypothetical protein	-0.130	4.625	0.710	0.973
SL1344_1266	rfc	O-antigen polymerase	3.309	11.274	0.000	0.000
SL1344_1273	himA	integration host factor alpha-subunit	-1.004	4.307	0.013	0.123
SL1344_1274	btuC	Vitamin B12 transport system permease protein btuC.	-0.123	6.190	0.496	0.884
SL1344_1275	btuE	hypothetical glutathione peroxidase/vitamin B12 transport periplasmic protein BtuE	3.145	2.466	0.001	0.011
SL1344_1276	btuD	vitamin B12 ABC transport ATP-binding protein	1.147	3.811	0.005	0.056
SL1344_1277	nlpC	hypothetical lipoprotein	-0.151	6.002	0.409	0.835
SL1344_1278	ydiV	conserved hypothetical protein	-0.459	7.274	0.004	0.051
SL1344_1279	ydiU	conserved hypothetical protein	-0.282	4.178	0.491	0.880
SL1344_1280	ydiE	conserved hypothetical protein	-0.249	5.784	0.219	0.676
SL1344_1281	aroH	3-deoxy-D-arabinoheptulosonate 7-phosphate synthase	-0.377	5.644	0.086	0.440
SL1344_1282	ydiA	conserved hypothetical protein	0.037	7.069	0.857	1.000
SL1344_1283	pps	phosphoenolpyruvate synthase	-0.057	7.067	0.690	0.968
SL1344_1284	ydiD	hypothetical ligase/synthetase	-0.206	7.796	0.117	0.524
SL1344_1285	ydiT	ferredoxin-like protein	-0.218	4.025	0.609	0.945
SL1344_1286	ydiS	hypothetical electron transfer flavoprotein-quinone oxidoreductase	-0.105	6.517	0.510	0.892
SL1344_1287	ydiR	hypothetical electron transfer flavoprotein subunit	-0.036	5.586	0.921	1.000
SL1344_1288	ydiQ	hypothetical electron transfer flavoprotein subunit	0.097	5.509	0.664	0.963
SL1344_1289	ydiP	hypothetical HTH-type transcriptional regulator	-0.140	6.622	0.358	0.801
SL1344_1290	ydiO	Putative acyl-CoA dehydrogenase	-0.048	7.906	0.718	0.975
SL1344_1291	ydiF	hypothetical acetyl CoA transferase	0.067	8.467	0.579	0.932
SL1344_1292	aroD	3-dehydroquinate dehydratase	-0.857	4.270	0.027	0.217
SL1344_1293	aroE	Shikimate 5-dehydrogenase	0.024	7.723	0.874	1.000
SL1344_1294	ydiN	pseudogene	0.034	7.794	0.841	1.000
SL1344_1296	ydiM	hypothetical MFS-family transport protein	0.049	9.065	0.670	0.963
SL1344_1297	ydiL	Conserved hypothetical protein	-0.045	5.865	0.888	1.000
SL1344_1298	ydiK	lipoprotein	0.078	5.151	0.757	0.985
SL1344_1299	ydiJ	conserved hypothetical FAD-binding protein	-0.354	7.388	0.010	0.103
SL1344_1300	SL1344_1300	conserved hypothetical protein	0.246	3.510	0.640	0.956
SL1344_1301	ydiH	conserved hypothetical protein	0.096	5.547	0.667	0.963
SL1344_1302	SL1344_1302	hypothetical transporter	-0.106	7.764	0.422	0.840
SL1344_1303	sufA	conserved hypothetical protein	0.700	3.037	0.194	0.645
SL1344_1304	sufB	conserved hypothetical protein	-0.168	5.617	0.497	0.885
SL1344_1305	sufC	hypothetical ABC transport ATP-binding subunit	-0.071	4.806	0.839	1.000
SL1344_1306	sufD	conserved hypothetical protein	0.012	6.900	0.976	1.000
SL1344_1307	sufS	hypothetical amintransferase	0.057	5.729	0.771	0.988
SL1344_1308	ynhA	conserved hypothetical protein	0.200	2.180	1.000	1.000
SL1344_1309	ynhG	hypothetical exported protein	0.431	5.602	0.072	0.401
SL1344_1310	lppB	major outer membrane lipoprotein	0.138	4.740	0.767	0.987
SL1344_1311	lpp	major outer membrane lipoprotein	-4.764	1.232	0.036	0.267
SL1344_1312	pykF	pyruvate kinase	0.093	4.006	0.863	1.000
SL1344_1313	orf48	hypothetical amino acid permease	-0.257	6.768	0.079	0.427
SL1344_1314	orf32	hypothetical hydrolase	-0.103	7.880	0.444	0.853
SL1344_1315	orf245	hypothetical protein	-0.107	6.007	0.532	0.902
SL1344_1316	orf408	hypothetical ribokinase/regulatory protein	-0.039	8.129	0.770	0.988
SL1344_1317	ttrA	tetrathionate reductase subunit A	0.105	7.301	0.431	0.845
SL1344_1318	ttrC	tetrathionate reductase subunit C (membrane protein)	-0.070	6.024	0.724	0.975
SL1344_1319	ttrB	tetrathionate reductase subunit B	0.059	4.668	0.889	1.000
SL1344_1320	ttrS	hypothetical histidine kinase, two component regulatory protein	-0.113	6.545	0.453	0.858
SL1344_1321	ttrR	hypothetical two-component response regulator	0.466	3.571	0.304	0.755
SL1344_1322	orf70	conserved hypothetical protein	0.008	3.447	1.000	1.000
SL1344_1323	orf319	hypothetical pathogenicity island protein	0.042	6.023	0.825	1.000
SL1344_1324	orf242	hypothetical transcriptional regulator	-0.171	5.748	0.427	0.841
SL1344_1325	ssrB	two-component response regulator	-0.779	6.889	0.000	0.000
SL1344_1326	ssrA	two-component sensor kinase	-0.830	8.817	0.000	0.000
SL1344_1327	ssaB	Type III secretion system effector protein, Interferes with endosomal trafficking	-1.127	6.196	0.000	0.000
SL1344_1328	ssaC	outer membrane secretory protein	-1.197	7.214	0.000	0.000
SL1344_1329	ssaD	hypothetical pathogenicity island protein	-1.158	7.505	0.000	0.000
SL1344_1330	ssaE	type III secretion system protein	-0.999	6.225	0.000	0.000
SL1344_1331	sseA	Type III secretion system chaperone protein	-1.546	4.158	0.000	0.000
SL1344_1332	sseBa	Type III secretion system secreted effector protein	-1.146	6.864	0.000	0.000
SL1344_1333	sscA	Type III secretion system chaperone protein	-1.069	5.553	0.000	0.003
SL1344_1334	sseC	Type III secretion system apparatus protein	-1.170	7.557	0.000	0.000
SL1344_1335	sseD	Type III secretion system apparatus protein	-0.988	7.629	0.000	0.000
SL1344_1336	sseE	Type III secretion system protein	-0.308	6.381	0.071	0.400
SL1344_1337	sscB	Type III secretion system chaperone protein	-0.523	6.904	0.000	0.005
SL1344_1338	sseF	Type III secretion system effector protein-regulates and maintains the SCV	-0.389	8.446	0.011	0.106
SL1344_1339	sseG	Type III secretion system effector protein-modulates the positioning of the SCV	-0.303	8.033	0.014	0.134
SL1344_1340	ssaG	Type III secretion system apparatus	-0.396	3.509	0.527	0.902
SL1344_1341	ssaH	Type III secretion system apparatus	-0.313	2.981	0.682	0.965
SL1344_1343	ssaJ	Type III secretion system apparatus	-1.062	5.443	0.000	0.000
SL1344_1344	SL1344_1344	hypothetical pathogenicity island protein	-0.894	7.395	0.000	0.000
SL1344_1345	ssaK	Type III secretion system apparatus	-0.952	7.330	0.000	0.000
SL1344_1346	ssaL	Type III secretion system apparatus	-1.103	8.169	0.000	0.000
SL1344_1347	ssaM	Type III secretion system apparatus	-1.277	6.094	0.000	0.000
SL1344_1348	ssaV	Type III secretion system apparatus	-1.165	8.921	0.000	0.000
SL1344_1349	ssaN	Type III secretion ATP synthase	-1.396	6.491	0.000	0.000
SL1344_1350	ssaO	Type III secretion system apparatus	-1.422	5.550	0.000	0.000
SL1344_1351	ssaP	Type III secretion system apparatus	-1.110	6.262	0.000	0.000
SL1344_1352	ssaQ	Type III secretion system protein	-1.203	7.778	0.000	0.000
SL1344_1353	ssaR	Type III secretion system protein	-1.078	5.812	0.000	0.000
SL1344_1354	ssaS	Type III secretion system apparatus	-0.974	5.801	0.000	0.000
SL1344_1355	ssaT	Type III secretion system apparatus	-0.526	3.094	0.383	0.815
SL1344_1356	ssaU	Type III secretion system protein	-0.848	6.949	0.000	0.000
SL1344_1357	norM	Probable multidrug resistance protein norM	0.038	7.216	0.808	0.998
SL1344_1359	cfa	cyclopropane-fatty-acyl-phospholipid synthase	-0.174	7.243	0.273	0.719
SL1344_1360	ydhC	hypothetical integral membrane transport protein	0.089	5.873	0.639	0.956
SL1344_1361	ydhB	hypothetical transcriptional regulator	0.075	4.204	0.890	1.000
SL1344_1362	purR	purine nucleotide synthesis repressor	0.166	3.745	0.750	0.981
SL1344_1362A	ynhF	conserved sORF	-0.253	4.956	0.346	0.796
SL1344_1363	sodB	superoxide dismutase	1.181	1.008	0.632	0.954
SL1344_1364	ydhO	hypothetical secreted protein	-0.090	6.297	0.683	0.965
SL1344_1365	ydhD	conserved hypothetical protein	-0.453	3.039	0.411	0.835
SL1344_1366	rnt	ribonuclease T	0.744	2.881	0.231	0.682
SL1344_1367	gloA	lactoylglutathione lyase	0.627	3.486	0.164	0.597
SL1344_1368	nemA	N-ethylmaleimide reductase	-0.017	5.167	1.000	1.000
SL1344_1369	ydhM	hypothetical TetR-family transcriptional regulator	0.267	4.887	0.331	0.785
SL1344_1370	ydhL	conserved hypothetical protein	-0.578	3.905	0.165	0.600
SL1344_1371	ydhF	hypothetical oxidoreductase	-0.123	5.312	0.655	0.960
SL1344_1372	sodCb	copper-zinc superoxide dismutase	0.110	5.951	0.550	0.913
SL1344_1373	SL1344_1373	hypothetical membrane protein	-0.164	7.116	0.223	0.676
SL1344_1374	ydhJ	hypothetical HlyD-family protein	0.318	5.612	0.132	0.546
SL1344_1375	ydhI	conserved hypothetical protein	0.576	5.046	0.023	0.195
SL1344_1376	slyA	Transcriptional regulator slyA.	0.320	4.117	0.562	0.923
SL1344_1377	slyB	outer membrane lipoprotein SlyB precursor	-0.819	5.690	0.000	0.001
SL1344_1378	anmK	conserved hypothetical protein	0.001	6.764	1.000	1.000
SL1344_1379	mliC	lipoprotein	-0.068	2.177	1.000	1.000
SL1344_1382	pdxY	pyridoxamine kinase (ec 2.7.1.35) (pm kinase)	0.206	5.109	0.417	0.838
SL1344_1383	gst	glutathione S-transferase	0.565	2.779	0.431	0.845
SL1344_1384	tppB	hypothetical proton/oligopeptide symporter	-0.335	4.355	0.337	0.790
SL1344_1385	nth	endonuclease III	0.172	2.595	0.874	1.000
SL1344_1386	rnfE	Electron transport complex protein rnfE	0.168	4.984	0.518	0.896
SL1344_1387	rnfG	Electron transport complex protein rnfG	1.246	2.511	0.185	0.635
SL1344_1388	rnfD	Electron transport complex protein rnfD	-1.137	1.231	0.697	0.970
SL1344_1389	rnfC	Electron transport complex protein rnfC	-0.135	5.796	0.498	0.886
SL1344_1390	rnfB	Electron transport complex protein rnfB	-0.066	3.709	1.000	1.000
SL1344_1391	rnfA	Electron transport complex protein rnfA	0.085	5.595	0.687	0.968
SL1344_1392	ydgK	hypothetical membrane protein	-0.154	4.672	0.660	0.962
SL1344_1393A	blr	conserved sORF	0.334	4.861	0.244	0.695
SL1344_1394	ydgJ	hypothetical oxidoreductase	-0.388	3.404	0.452	0.857
SL1344_1395	add	Adenosine deaminase	0.748	4.807	0.008	0.090
SL1344_1396	ydgA	conserved hypothetical protein	-0.378	6.086	0.030	0.235
SL1344_1397	manA	mannose-6-phosphate isomerase	1.369	5.774	0.000	0.000
SL1344_1398	fumA	Fumarate hydratase class I, aerobic	-0.077	6.024	0.703	0.972
SL1344_1400	fumC	Fumarate hydratase class II	-0.716	5.656	0.002	0.024
SL1344_1401	tus	DNA replication terminus site-binding protein	-0.352	5.228	0.146	0.566
SL1344_1402	rstB	two component sensor kinase	0.223	5.934	0.249	0.699
SL1344_1403	SL1344_1403	conserved hypothetical protein	-0.003	7.043	1.000	1.000
SL1344_1404	ompN	outer membrane protein	-0.002	8.670	0.998	1.000
SL1344_1405	rstA	hypothetical two-component response regulator	-0.142	6.774	0.336	0.790
SL1344_1406	ydgC	hypothetical membrane protein	0.135	4.540	0.734	0.976
SL1344_1407	ydgI	hypothetical amino acid permease	-0.030	5.303	0.935	1.000
SL1344_1408	ydgH	hypothetical exported protein	0.119	6.606	0.490	0.880
SL1344_1409	pntA	pyridine nucleotide transhydrogenase subunit-alpha	-0.193	5.914	0.300	0.753
SL1344_1410	pntB	pyridine nucleotide transhydrogenase subunit-beta	0.407	4.423	0.259	0.705
SL1344_1411	tqsA	hypothetical membrane protein	-0.135	6.999	0.350	0.796
SL1344_1412	ydgF	hypothetical conserved membrane protein	-0.138	6.874	0.314	0.769
SL1344_1413	ydgE	hypothetical membrane protein	0.445	4.657	0.123	0.535
SL1344_1416	ynfM	hypothetical membrane transport protein	-0.020	3.961	1.000	1.000
SL1344_1417	ynfL	hypothetical regulatory protein	0.073	5.856	0.741	0.976
SL1344_1418	mlc	hypothetical regulatory protein	-0.734	6.674	0.000	0.000
SL1344_1419	bioDb	Dethiobiotin synthetase	0.336	3.651	0.446	0.855
SL1344_1420	clcB	Voltage-gated ClC-type chloride channel clcB. Putative chloride channel protein clcB-like.	-0.600	4.995	0.052	0.335
SL1344_1421	SL1344_1421	hypothetical ABC transporter ATP/GTP-binding protein	-0.245	6.099	0.171	0.614
SL1344_1422	SL1344_1422	hypothetical ABC transporter membrane protein	-0.161	4.564	0.672	0.963
SL1344_1423	SL1344_1423	hypothetical ABC transporter periplasmic binding protein	0.522	4.093	0.174	0.618
SL1344_1424	SL1344_1424	hypothetical ABC transporter membrane protein	-0.086	4.171	0.897	1.000
SL1344_1425	ynfI	conserved hypothetical protein	0.170	4.845	0.668	0.963
SL1344_1426	SL1344_1426	hypothetical dimethyl sulphoxide reductase subunit	-0.266	3.994	0.502	0.889
SL1344_1428	dmsA2	hypothetical dimethyl sulphoxide reductase subunit	-0.305	6.829	0.035	0.265
SL1344_1429	dmsA1	hypothetical dimethyl sulphoxide reductase subunit	0.151	5.620	0.503	0.889
SL1344_1430	ynfD	hypothetical exported protein	0.010	3.404	1.000	1.000
SL1344_1431	ynfC	conserved hypothetical protein	-0.747	3.675	0.067	0.384
SL1344_1432	speG	spermidine N1-acetyltransferase	-0.216	3.706	0.695	0.970
